


         _+=+_
      .-`  .  `-.          8888888b.  8888888b.   .d88888b.   .d8888b.
   _+`     "     `+_       888   Y88b 888   Y88b d88P" "Y88b d88P  Y88b
  \\\sssssssssssss///      888    888 888    888 888     888 Y88b.
     .ss\  *  /ss.         888   d88P 888   d88P 888     888  "Y888b.
 .+bm  .s  *  s.  md+.     8888888P"  8888888P"  888     888     "Y88b.
.hMMMMs .  *  . sMMMMh.    888        888 T88b   888     888       "888
 `\hMMMb \ | / dMMMh:      888        888  T88b  Y88b. .d88P Y88b  d88P
   -SNMNo  -  oNMNs-       888        888   T88b  "Y88888P"   "Y8888P"
     `+dMh\./dMd/
        `:yNy:`                      Powered by PROS for VEX V5
           "                Copyright (c) Purdue University ACM SIGBots
Version:        3.1.6     Platform:  V1.0.4 (b3)     Uptime:    0.000 s
Compiled:   Mar 13 2019 08:18:28     Directory:  7842F-Competition-Code


"Time","Target","RPM","Power","D"
"1996","0.000000","0.000000","0.000000","0.000000"
"2016","0.000000","0.000000","0.000000","0.000000"
"2036","0.000000","0.000000","0.000000","0.000000"
"2056","0.000000","0.000000","0.000000","0.000000"
"2076","0.000000","0.000000","0.000000","0.000000"
"2096","0.000000","0.000000","0.000000","0.000000"
"2116","0.000000","0.000000","0.000000","0.000000"
"2136","0.000000","0.000000","0.000000","0.000000"
"2156","0.000000","0.000000","0.000000","0.000000"
"2176","0.000000","0.000000","0.000000","0.000000"
"2196","0.000000","0.000000","0.000000","0.000000"
"2216","0.000000","0.000000","0.000000","0.000000"
"2236","0.000000","0.000000","0.000000","0.000000"
"2256","0.000000","0.000000","0.000000","0.000000"
"2276","0.000000","0.000000","0.000000","0.000000"
"2296","0.000000","0.000000","0.000000","0.000000"
"2316","0.000000","0.000000","0.000000","0.000000"
"2336","0.000000","0.000000","0.000000","0.000000"
"2356","0.000000","0.000000","0.000000","0.000000"
"2376","0.000000","0.000000","0.000000","0.000000"
"2396","0.000000","0.000000","0.000000","0.000000"
"2416","0.000000","0.000000","0.000000","0.000000"
"2436","0.000000","0.000000","0.000000","0.000000"
"2456","0.000000","0.000000","0.000000","0.000000"
"2476","0.000000","0.000000","0.000000","0.000000"
"2496","0.000000","0.000000","0.000000","0.000000"
"2516","0.000000","0.000000","0.000000","0.000000"
"2536","0.000000","0.000000","0.000000","0.000000"
"2556","0.000000","0.000000","0.000000","0.000000"
"2576","0.000000","0.000000","0.000000","0.000000"
"2596","0.000000","0.000000","0.000000","0.000000"
"2616","0.000000","0.000000","0.000000","0.000000"
"2636","0.000000","0.000000","0.000000","0.000000"
"2656","0.000000","0.000000","0.000000","0.000000"
"2676","0.000000","0.000000","0.000000","0.000000"
"2696","0.000000","0.000000","0.000000","0.000000"
"2716","0.000000","0.000000","0.000000","0.000000"
"2736","0.000000","0.000000","0.000000","0.000000"
"2756","0.000000","0.000000","0.000000","0.000000"
"2776","0.000000","0.000000","0.000000","0.000000"
"2796","0.000000","0.000000","0.000000","0.000000"
"2816","0.000000","0.000000","0.000000","0.000000"
"2836","0.000000","0.000000","0.000000","0.000000"
"2856","0.000000","0.000000","0.000000","0.000000"
"2876","-300.000000","0.000000","0.000000","-270.000000"
"2896","-300.000000","0.000000","0.000000","-27.000000"
"2916","-300.000000","0.000000","0.000000","-2.700000"
"2936","-300.000000","0.000000","0.000000","-0.270000"
"2956","-300.000000","0.000000","0.000000","-0.027000"
"2976","-300.000000","0.000000","0.000000","-0.002700"
"2996","-300.000000","0.000000","0.000000","-0.000270"
"3016","-300.000000","0.000000","0.000000","-0.000027"
"3036","-300.000000","0.000000","0.000000","-0.000003"
"3056","-300.000000","0.000000","0.000000","-0.000000"
"3076","-300.000000","0.000000","0.000000","-0.000000"
"3096","-300.000000","0.000000","0.000000","-0.000000"
"3116","-300.000000","0.000000","0.000000","-0.000000"
"3136","-300.000000","0.000000","0.000000","-0.000000"
"3156","-300.000000","0.000000","0.000000","-0.000000"
"3176","-300.000000","0.000000","0.000000","-0.000000"
"3196","-300.000000","0.000000","0.000000","-0.000000"
"3216","-300.000000","0.000000","0.000000","-0.000000"
"3236","0.000000","0.000000","10.800000","270.000000"
"3256","0.000000","0.000000","10.000000","27.000000"
"3276","0.000000","0.000000","9.200000","2.700000"
"3296","0.000000","0.000000","8.400000","0.270000"
"3316","0.000000","0.000000","7.600000","0.027000"
"3336","0.000000","0.000000","6.800000","0.002700"
"3356","0.000000","0.000000","6.000000","0.000270"
"3376","0.000000","0.000000","5.200000","0.000027"
"3396","0.000000","0.000000","4.400000","0.000003"
"3416","0.000000","0.000000","3.600000","0.000000"
"3436","0.000000","0.000000","2.800000","0.000000"
"3456","0.000000","0.000000","2.000000","0.000000"
"3476","0.000000","0.000000","1.200000","0.000000"
"3496","0.000000","0.000000","0.400000","0.000000"
"3516","0.000000","0.000000","0.000000","0.000000"
"3536","0.000000","0.000000","0.000000","0.000000"
"3556","0.000000","0.000000","0.000000","0.000000"
"3576","0.000000","0.000000","0.000000","0.000000"
"3596","0.000000","0.000000","0.000000","0.000000"
"3616","0.000000","0.000000","0.000000","0.000000"
"3636","0.000000","0.000000","0.000000","0.000000"
"3656","0.000000","0.000000","0.000000","0.000000"
"3676","0.000000","0.000000","0.000000","0.000000"
"3696","0.000000","0.000000","0.000000","0.000000"
"3716","0.000000","0.000000","0.000000","0.000000"
"3736","0.000000","0.000000","0.000000","0.000000"
"3756","0.000000","0.000000","0.000000","0.000000"
"3776","0.000000","0.000000","0.000000","0.000000"
"3796","0.000000","0.000000","0.000000","0.000000"
"3816","0.000000","0.000000","0.000000","0.000000"
"3836","0.000000","0.000000","0.000000","0.000000"
"3856","0.000000","0.000000","0.000000","0.000000"
"3876","0.000000","0.000000","0.000000","0.000000"
"3896","0.000000","0.000000","0.000000","0.000000"
"3916","0.000000","0.000000","0.000000","0.000000"
"3936","0.000000","0.000000","0.000000","0.000000"
"3956","0.000000","0.000000","0.000000","0.000000"
"3976","0.000000","0.000000","0.000000","0.000000"
"3996","0.000000","0.000000","0.000000","0.000000"
"4016","0.000000","0.000000","0.000000","0.000000"
"4036","300.000000","0.000000","10.800000","270.000000"
"4056","300.000000","0.000000","11.600000","27.000000"
"4076","300.000000","0.000000","12.400000","2.700000"
"4096","300.000000","0.000000","13.200000","0.270000"
"4116","300.000000","0.000000","14.000000","0.027000"
"4136","300.000000","0.000000","14.800000","0.002700"
"4156","300.000000","0.000000","15.600000","0.000270"
"4176","300.000000","0.000000","16.400000","0.000027"
"4196","300.000000","0.000000","17.200000","0.000003"
"4216","300.000000","0.000000","18.000000","0.000000"
"4236","300.000000","0.000000","18.800000","0.000000"
"4256","300.000000","0.000000","19.600000","0.000000"
"4276","300.000000","0.000000","20.400000","0.000000"
"4296","300.000000","0.000000","21.200000","0.000000"
"4316","300.000000","0.000000","22.000000","0.000000"
"4336","300.000000","0.000000","22.800000","0.000000"
"4356","300.000000","0.000000","23.600000","0.000000"
"4376","300.000000","0.000000","24.400000","0.000000"
"4396","300.000000","0.000000","25.200000","0.000000"
"4416","300.000000","0.000000","26.000000","0.000000"
"4436","300.000000","0.000000","26.800000","0.000000"
"4456","300.000000","0.000000","27.600000","0.000000"
"4476","300.000000","0.000000","28.400000","0.000000"
"4496","300.000000","0.000000","29.200000","0.000000"
"4516","300.000000","0.000000","30.000000","0.000000"
"4536","300.000000","0.000000","30.800000","0.000000"
"4556","300.000000","0.000000","31.600000","0.000000"
"4576","300.000000","0.000000","32.400000","0.000000"
"4596","300.000000","0.000000","33.200000","0.000000"
"4616","300.000000","0.000000","33.300000","0.000000"
"4636","300.000000","0.000000","33.300000","0.000000"
"4656","300.000000","0.000000","33.300000","0.000000"
"4676","300.000000","0.000000","33.300000","0.000000"
"4696","300.000000","0.000000","33.300000","0.000000"
"4716","300.000000","0.000000","33.300000","0.000000"
"4736","300.000000","0.000000","33.300000","0.000000"
"4756","300.000000","0.000000","33.300000","0.000000"
"4776","300.000000","0.000000","33.300000","0.000000"
"4796","300.000000","0.000000","33.300000","0.000000"
"4816","300.000000","0.000000","33.300000","0.000000"
"4836","300.000000","0.000000","33.300000","0.000000"
"4856","300.000000","0.000000","33.300000","0.000000"
"4876","300.000000","0.000000","33.300000","0.000000"
"4896","300.000000","0.000000","33.300000","0.000000"
"4916","300.000000","0.000000","33.300000","0.000000"
"4936","300.000000","0.000000","33.300000","0.000000"
"4956","300.000000","0.000000","33.300000","0.000000"
"4976","300.000000","0.000000","33.300000","0.000000"
"4996","300.000000","0.000000","33.300000","0.000000"
"5016","300.000000","0.000000","33.300000","0.000000"
"5036","600.000000","0.000000","34.100000","270.000000"
"5056","600.000000","0.000000","34.900000","27.000000"
"5076","600.000000","0.000000","35.700000","2.700000"
"5096","600.000000","0.000000","36.500000","0.270000"
"5116","600.000000","0.000000","37.300000","0.027000"
"5136","600.000000","0.000000","38.100000","0.002700"
"5156","600.000000","0.000000","38.900000","0.000270"
"5176","600.000000","0.000000","39.700000","0.000027"
"5196","600.000000","0.000000","40.500000","0.000003"
"5216","600.000000","0.000000","41.300000","0.000000"
"5236","600.000000","0.000000","42.100000","0.000000"
"5256","600.000000","0.000000","42.900000","0.000000"
"5276","600.000000","0.000000","43.700000","0.000000"
"5296","600.000000","0.000000","44.500000","0.000000"
"5316","600.000000","0.000000","45.300000","0.000000"
"5336","600.000000","0.000000","46.100000","0.000000"
"5356","600.000000","0.000000","46.900000","0.000000"
"5376","600.000000","0.000000","47.700000","0.000000"
"5396","600.000000","0.000000","48.500000","0.000000"
"5416","600.000000","0.000000","49.300000","0.000000"
"5436","600.000000","0.000000","50.100000","0.000000"
"5456","600.000000","0.000000","50.900000","0.000000"
"5476","600.000000","0.000000","51.700000","0.000000"
"5496","600.000000","0.000000","52.500000","0.000000"
"5516","600.000000","0.000000","53.300000","0.000000"
"5536","600.000000","0.000000","54.100000","0.000000"
"5556","600.000000","0.000000","54.900000","0.000000"
"5576","600.000000","0.000000","55.700000","0.000000"
"5596","600.000000","0.000000","56.500000","0.000000"
"5616","600.000000","0.000000","57.300000","0.000000"
"5636","600.000000","0.000000","58.100000","0.000000"
"5656","600.000000","0.000000","58.900000","0.000000"
"5676","600.000000","0.000000","59.700000","0.000000"
"5696","600.000000","0.000000","60.500000","0.000000"
"5716","600.000000","0.000000","61.300000","0.000000"
"5736","600.000000","0.000000","62.100000","0.000000"
"5756","600.000000","0.000000","62.900000","0.000000"
"5776","600.000000","0.000000","63.700000","0.000000"
"5796","600.000000","0.000000","64.500000","0.000000"
"5816","600.000000","0.000000","65.300000","0.000000"
"5836","600.000000","0.000000","66.100000","0.000000"
"5856","600.000000","0.000000","66.600000","0.000000"
"5876","600.000000","0.000000","66.600000","0.000000"
"5896","600.000000","0.000000","66.600000","0.000000"
"5916","600.000000","0.000000","66.600000","0.000000"
"5936","600.000000","0.000000","66.600000","0.000000"
"5956","600.000000","0.000000","66.600000","0.000000"
"5976","900.000000","0.000000","67.400000","270.000000"
"5996","900.000000","0.000000","68.200000","27.000000"
"6016","900.000000","0.000000","69.000000","2.700000"
"6036","900.000000","0.000000","69.800000","0.270000"
"6056","900.000000","0.000000","70.600000","0.027000"
"6076","900.000000","0.000000","71.400000","0.002700"
"6096","900.000000","0.000000","72.200000","0.000270"
"6116","900.000000","0.000000","73.000000","0.000027"
"6136","900.000000","0.000000","73.800000","0.000003"
"6156","900.000000","0.000000","74.600000","0.000000"
"6176","900.000000","0.000000","75.400000","0.000000"
"6196","900.000000","0.000000","76.200000","0.000000"
"6216","900.000000","0.000000","77.000000","0.000000"
"6236","900.000000","0.000000","77.800000","0.000000"
"6256","900.000000","0.000000","78.600000","0.000000"
"6276","900.000000","0.000000","79.400000","0.000000"
"6296","900.000000","0.000000","80.200000","0.000000"
"6316","900.000000","0.000000","81.000000","0.000000"
"6336","900.000000","0.000000","81.800000","0.000000"
"6356","900.000000","0.000000","82.600000","0.000000"
"6376","900.000000","0.000000","83.400000","0.000000"
"6396","900.000000","0.000000","84.200000","0.000000"
"6416","900.000000","0.000000","85.000000","0.000000"
"6436","900.000000","0.000000","85.800000","0.000000"
"6456","900.000000","0.000000","86.600000","0.000000"
"6476","900.000000","0.000000","87.400000","0.000000"
"6496","900.000000","0.000000","88.200000","0.000000"
"6516","900.000000","0.000000","89.000000","0.000000"
"6536","900.000000","0.000000","89.800000","0.000000"
"6556","900.000000","0.000000","90.600000","0.000000"
"6576","900.000000","0.000000","91.400000","0.000000"
"6596","900.000000","0.000000","92.200000","0.000000"
"6616","900.000000","0.000000","93.000000","0.000000"
"6636","900.000000","0.000000","93.800000","0.000000"
"6656","900.000000","0.000000","94.600000","0.000000"
"6676","900.000000","0.000000","95.400000","0.000000"
"6696","900.000000","0.000000","96.200000","0.000000"
"6716","900.000000","0.000000","97.000000","0.000000"
"6736","900.000000","0.000000","97.800000","0.000000"
"6756","900.000000","0.000000","98.600000","0.000000"
"6776","900.000000","0.000000","99.400000","0.000000"
"6796","900.000000","0.000000","99.900000","0.000000"
"6816","900.000000","0.000000","99.900000","0.000000"
"6836","900.000000","0.000000","99.900000","0.000000"
"6856","900.000000","0.000000","99.900000","0.000000"
"6876","1200.000000","0.000000","100.700000","270.000000"
"6896","1200.000000","0.000000","101.500000","27.000000"
"6916","1200.000000","0.000000","102.300000","2.700000"
"6936","1200.000000","0.000000","103.100000","0.270000"
"6956","1200.000000","0.000000","103.900000","0.027000"
"6976","1200.000000","0.000000","104.700000","0.002700"
"6996","1200.000000","0.000000","105.500000","0.000270"
"7016","1200.000000","0.000000","106.300000","0.000027"
"7036","1200.000000","0.000000","107.100000","0.000003"
"7056","1200.000000","0.000000","107.900000","0.000000"
"7076","1200.000000","0.000000","108.700000","0.000000"
"7096","1200.000000","0.000000","109.500000","0.000000"
"7116","1200.000000","0.000000","110.300000","0.000000"
"7136","1200.000000","0.000000","111.100000","0.000000"
"7156","1200.000000","0.000000","111.900000","0.000000"
"7176","1200.000000","0.000000","112.700000","0.000000"
"7196","1200.000000","0.000000","113.500000","0.000000"
"7216","1200.000000","0.000000","114.300000","0.000000"
"7236","1200.000000","0.000000","115.100000","0.000000"
"7256","1200.000000","0.000000","115.900000","0.000000"
"7276","1200.000000","0.000000","116.700000","0.000000"
"7296","1200.000000","0.000000","117.500000","0.000000"
"7316","1200.000000","0.000000","118.300000","0.000000"
"7336","1200.000000","0.000000","119.100000","0.000000"
"7356","1200.000000","0.000000","119.900000","0.000000"
"7376","1200.000000","0.000000","120.700000","0.000000"
"7396","1200.000000","0.000000","121.500000","0.000000"
"7416","1200.000000","0.000000","122.300000","0.000000"
"7436","1200.000000","0.000000","123.100000","0.000000"
"7456","1200.000000","0.000000","123.900000","0.000000"
"7476","1200.000000","0.000000","124.700000","0.000000"
"7496","1200.000000","0.000000","125.500000","0.000000"
"7516","1200.000000","0.000000","126.300000","0.000000"
"7536","1200.000000","0.000000","127.000000","0.000000"
"7556","1200.000000","0.000000","127.000000","0.000000"
"7576","1200.000000","0.000000","127.000000","0.000000"
"7596","1200.000000","0.000000","127.000000","0.000000"
"7616","1200.000000","0.000000","127.000000","0.000000"
"7636","1200.000000","0.000000","127.000000","0.000000"
"7656","1200.000000","0.000000","127.000000","0.000000"
"7676","1200.000000","0.000000","127.000000","0.000000"
"7696","1200.000000","0.000000","127.000000","0.000000"
"7716","1200.000000","0.000000","127.000000","0.000000"
"7736","1500.000000","0.000000","127.000000","270.000000"
"7756","1500.000000","0.000000","127.000000","27.000000"
"7776","1500.000000","0.000000","127.000000","2.700000"
"7796","1500.000000","0.000000","127.000000","0.270000"
"7816","1500.000000","0.000000","127.000000","0.027000"
"7836","1500.000000","0.000000","127.000000","0.002700"
"7856","1500.000000","0.000000","127.000000","0.000270"
"7876","1500.000000","0.000000","127.000000","0.000027"
"7896","1500.000000","0.000000","127.000000","0.000003"
"7916","1500.000000","0.000000","127.000000","0.000000"
"7936","1500.000000","0.000000","127.000000","0.000000"
"7956","1500.000000","0.000000","127.000000","0.000000"
"7976","1500.000000","0.000000","127.000000","0.000000"
"7996","1500.000000","0.000000","127.000000","0.000000"
"8016","1500.000000","0.000000","127.000000","0.000000"
"8036","1500.000000","0.000000","127.000000","0.000000"
"8056","1500.000000","0.000000","127.000000","0.000000"
"8076","1500.000000","0.000000","127.000000","0.000000"
"8096","1500.000000","0.000000","127.000000","0.000000"
"8116","1500.000000","0.000000","127.000000","0.000000"
"8136","1500.000000","0.000000","127.000000","0.000000"
"8156","1500.000000","0.000000","127.000000","0.000000"
"8176","1500.000000","0.000000","127.000000","0.000000"
"8196","1500.000000","0.000000","127.000000","0.000000"
"8216","1500.000000","0.000000","127.000000","0.000000"
"8236","1500.000000","0.000000","127.000000","0.000000"
"8256","1500.000000","0.000000","127.000000","0.000000"
"8276","1500.000000","0.000000","127.000000","0.000000"
"8296","1500.000000","0.000000","127.000000","0.000000"
"8316","1500.000000","0.000000","127.000000","0.000000"
"8336","1500.000000","0.000000","127.000000","0.000000"
"8356","1500.000000","0.000000","127.000000","0.000000"
"8376","1500.000000","0.000000","127.000000","0.000000"
"8396","1500.000000","0.000000","127.000000","0.000000"
"8416","1500.000000","0.000000","127.000000","0.000000"
"8436","1500.000000","0.000000","127.000000","0.000000"
"8456","1500.000000","0.000000","127.000000","0.000000"
"8476","1500.000000","0.000000","127.000000","0.000000"
"8496","1500.000000","0.000000","127.000000","0.000000"
"8516","1500.000000","0.000000","127.000000","0.000000"
"8536","1800.000000","0.000000","127.000000","270.000000"
"8556","1800.000000","0.000000","127.000000","27.000000"
"8576","1800.000000","0.000000","127.000000","2.700000"
"8596","1800.000000","0.000000","127.000000","0.270000"
"8616","1800.000000","0.000000","127.000000","0.027000"
"8636","1800.000000","0.000000","127.000000","0.002700"
"8656","1800.000000","0.000000","127.000000","0.000270"
"8676","1800.000000","0.000000","127.000000","0.000027"
"8696","1800.000000","0.000000","127.000000","0.000003"
"8716","1800.000000","0.000000","127.000000","0.000000"
"8736","1800.000000","0.000000","127.000000","0.000000"
"8756","1800.000000","0.000000","127.000000","0.000000"
"8776","1800.000000","0.000000","127.000000","0.000000"
"8796","1800.000000","0.000000","127.000000","0.000000"
"8816","1800.000000","0.000000","127.000000","0.000000"
"8836","1800.000000","0.000000","127.000000","0.000000"
"8856","1800.000000","0.000000","127.000000","0.000000"
"8876","1800.000000","0.000000","127.000000","0.000000"
"8896","1800.000000","0.000000","127.000000","0.000000"
"8916","1800.000000","0.000000","127.000000","0.000000"
"8936","1800.000000","0.000000","127.000000","0.000000"
"8956","1800.000000","0.000000","127.000000","0.000000"
"8976","1800.000000","0.000000","127.000000","0.000000"
"8996","1800.000000","0.000000","127.000000","0.000000"
"9016","1800.000000","0.000000","127.000000","0.000000"
"9036","1800.000000","0.000000","127.000000","0.000000"
"9056","1800.000000","0.000000","127.000000","0.000000"
"9076","1800.000000","0.000000","127.000000","0.000000"
"9096","1800.000000","0.000000","127.000000","0.000000"
"9116","1800.000000","0.000000","127.000000","0.000000"
"9136","1800.000000","0.000000","127.000000","0.000000"
"9156","1800.000000","0.000000","127.000000","0.000000"
"9176","1800.000000","0.000000","127.000000","0.000000"
"9196","1800.000000","0.000000","127.000000","0.000000"
"9216","1800.000000","0.000000","127.000000","0.000000"
"9236","1800.000000","0.000000","127.000000","0.000000"
"9256","1800.000000","0.000000","127.000000","0.000000"
"9276","1800.000000","0.000000","127.000000","0.000000"
"9296","1800.000000","0.000000","127.000000","0.000000"
"9316","1800.000000","0.000000","127.000000","0.000000"
"9336","1800.000000","0.000000","127.000000","0.000000"
"9356","1800.000000","0.000000","127.000000","0.000000"
"9376","1800.000000","0.000000","127.000000","0.000000"
"9396","1800.000000","0.000000","127.000000","0.000000"
"9416","1800.000000","0.000000","127.000000","0.000000"
"9436","1800.000000","0.000000","127.000000","0.000000"
"9456","1800.000000","0.000000","127.000000","0.000000"
"9476","1800.000000","0.000000","127.000000","0.000000"
"9496","1800.000000","0.000000","127.000000","0.000000"
"9516","1800.000000","0.000000","127.000000","0.000000"
"9536","1800.000000","0.000000","127.000000","0.000000"
"9556","1800.000000","0.000000","127.000000","0.000000"
"9576","1800.000000","0.000000","127.000000","0.000000"
"9596","1800.000000","0.000000","127.000000","0.000000"
"9616","1800.000000","0.000000","127.000000","0.000000"
"9636","1800.000000","0.000000","127.000000","0.000000"
"9656","1800.000000","0.000000","127.000000","0.000000"
"9676","1800.000000","0.000000","127.000000","0.000000"
"9696","1800.000000","0.000000","127.000000","0.000000"
"9716","1800.000000","0.000000","127.000000","0.000000"
"9736","1800.000000","0.000000","127.000000","0.000000"
"9756","1800.000000","0.000000","127.000000","0.000000"
"9776","1800.000000","0.000000","127.000000","0.000000"
"9796","1800.000000","0.000000","127.000000","0.000000"
"9816","1800.000000","0.000000","127.000000","0.000000"
"9836","1800.000000","0.000000","127.000000","0.000000"
"9856","1800.000000","0.000000","127.000000","0.000000"
"9876","1800.000000","0.000000","127.000000","0.000000"
"9896","1800.000000","0.000000","127.000000","0.000000"
"9916","1800.000000","0.000000","127.000000","0.000000"
"9936","1800.000000","0.000000","127.000000","0.000000"
"9956","1800.000000","0.000000","127.000000","0.000000"
"9976","1800.000000","0.000000","127.000000","0.000000"
"9996","1800.000000","0.000000","127.000000","0.000000"
"10016","1800.000000","0.000000","127.000000","0.000000"
"10036","1800.000000","0.000000","127.000000","0.000000"
"10056","1800.000000","0.000000","127.000000","0.000000"
"10076","1800.000000","0.000000","127.000000","0.000000"
"10096","1800.000000","0.000000","127.000000","0.000000"
"10116","1800.000000","0.000000","127.000000","0.000000"
"10136","1800.000000","0.000000","127.000000","0.000000"
"10156","1800.000000","0.000000","127.000000","0.000000"
"10176","1800.000000","0.000000","127.000000","0.000000"
"10196","1800.000000","0.000000","127.000000","0.000000"
"10216","1800.000000","0.000000","127.000000","0.000000"
"10236","1800.000000","0.000000","127.000000","0.000000"
"10256","1800.000000","0.000000","127.000000","0.000000"
"10276","1800.000000","0.000000","127.000000","0.000000"
"10296","1800.000000","0.000000","127.000000","0.000000"
"10316","1800.000000","0.000000","127.000000","0.000000"
"10336","1800.000000","0.000000","127.000000","0.000000"
"10356","1800.000000","0.000000","127.000000","0.000000"
"10376","1800.000000","0.000000","127.000000","0.000000"
"10396","1800.000000","0.000000","127.000000","0.000000"
"10416","1800.000000","0.000000","127.000000","0.000000"
"10436","1800.000000","0.000000","127.000000","0.000000"
"10456","1800.000000","0.000000","127.000000","0.000000"
"10476","1800.000000","0.000000","127.000000","0.000000"
"10496","1800.000000","0.000000","127.000000","0.000000"
"10516","1800.000000","0.000000","127.000000","0.000000"
"10536","1800.000000","0.000000","127.000000","0.000000"
"10556","1800.000000","0.000000","127.000000","0.000000"
"10576","1800.000000","0.000000","127.000000","0.000000"
"10596","1800.000000","0.000000","127.000000","0.000000"
"10616","1800.000000","0.000000","127.000000","0.000000"
"10636","1800.000000","0.000000","127.000000","0.000000"
"10656","1800.000000","0.000000","127.000000","0.000000"
"10676","1800.000000","0.000000","127.000000","0.000000"
"10696","1800.000000","0.000000"WARNING - pros.serial.terminal.terminal:stop - Stopping terminal
