"Time","Target/4","Rpm/4","Accel(m/s)","Power","D"
"1236","0.000000","0.000000","0.000000","0.000000","0.000000"
"1246","0.000000","0.000000","0.000000","0.000000","0.000000"
"1256","0.000000","0.000000","0.000000","0.000000","0.000000"
"1266","0.000000","0.000000","0.000000","0.000000","0.000000"
"1276","0.000000","0.000000","0.000000","0.000000","0.000000"
"1286","0.000000","0.000000","0.000000","0.000000","0.000000"
"1296","0.000000","0.000000","0.000000","0.000000","0.000000"
"1306","0.000000","0.000000","0.000000","0.000000","0.000000"
"1316","0.000000","0.000000","0.000000","0.000000","0.000000"
"1326","0.000000","0.000000","0.000000","0.000000","0.000000"
"1336","0.000000","0.000000","0.000000","0.000000","0.000000"
"1346","0.000000","0.000000","0.000000","0.000000","0.000000"
"1356","0.000000","0.000000","0.000000","0.000000","0.000000"
"1366","0.000000","0.000000","0.000000","0.000000","0.000000"
"1376","0.000000","0.000000","0.000000","0.000000","0.000000"
"1386","0.000000","0.000000","0.000000","0.000000","0.000000"
"1396","0.000000","0.000000","0.000000","0.000000","0.000000"
"1406","0.000000","0.000000","0.000000","0.000000","0.000000"
"1416","0.000000","0.000000","0.000000","0.000000","0.000000"
"1426","0.000000","0.000000","0.000000","0.000000","0.000000"
"1436","0.000000","0.000000","0.000000","0.000000","0.000000"
"1446","0.000000","0.000000","0.000000","0.000000","0.000000"
"1456","0.000000","0.000000","0.000000","0.000000","0.000000"
"1466","0.000000","0.000000","0.000000","0.000000","0.000000"
"1476","0.000000","0.000000","0.000000","0.000000","0.000000"
"1486","0.000000","0.000000","0.000000","0.000000","0.000000"
"1496","0.000000","0.000000","0.000000","0.000000","0.000000"
"1506","0.000000","0.000000","0.000000","0.000000","0.000000"
"1516","0.000000","0.000000","0.000000","0.000000","0.000000"
"1526","0.000000","0.000000","0.000000","0.000000","0.000000"
"1536","0.000000","0.000000","0.000000","0.000000","0.000000"
"1546","0.000000","0.000000","0.000000","0.000000","0.000000"
"1556","0.000000","0.000000","0.000000","0.000000","0.000000"
"1566","0.000000","0.000000","0.000000","0.000000","0.000000"
"1576","0.000000","0.000000","0.000000","0.000000","0.000000"
"1586","0.000000","0.000000","0.000000","0.000000","0.000000"
"1596","0.000000","0.000000","0.000000","0.000000","0.000000"
"1606","0.000000","0.000000","0.000000","0.000000","0.000000"
"1616","0.000000","0.000000","0.000000","0.000000","0.000000"
"1626","0.000000","0.000000","0.000000","0.000000","0.000000"
"1636","0.000000","0.000000","0.000000","0.000000","0.000000"
"1646","0.000000","0.000000","0.000000","0.000000","0.000000"
"1656","0.000000","0.000000","0.000000","0.000000","0.000000"
"1666","0.000000","0.000000","0.000000","0.000000","0.000000"
"1676","0.000000","0.000000","0.000000","0.000000","0.000000"
"1686","0.000000","0.000000","0.000000","0.000000","0.000000"
"1696","0.000000","0.000000","0.000000","0.000000","0.000000"
"1706","0.000000","0.000000","0.000000","0.000000","0.000000"
"1716","0.000000","0.000000","0.000000","0.000000","0.000000"
"1726","0.000000","0.000000","0.000000","0.000000","0.000000"
"1736","0.000000","0.000000","0.000000","0.000000","0.000000"
"1746","0.000000","0.000000","0.000000","0.000000","0.000000"
"1756","0.000000","0.000000","0.000000","0.000000","0.000000"
"1766","0.000000","0.000000","0.000000","0.000000","0.000000"
"1776","0.000000","0.000000","0.000000","0.000000","0.000000"
"1786","0.000000","0.000000","0.000000","0.000000","0.000000"
"1796","0.000000","0.000000","0.000000","0.000000","0.000000"
"1806","0.000000","0.000000","0.000000","0.000000","0.000000"
"1816","0.000000","0.000000","0.000000","0.000000","0.000000"
"1826","0.000000","0.000000","0.000000","0.000000","0.000000"
"1836","0.000000","0.000000","0.000000","0.000000","0.000000"
"1846","0.000000","0.000000","0.000000","0.000000","0.000000"
"1856","0.000000","0.000000","0.000000","0.000000","0.000000"
"1866","0.000000","0.000000","0.000000","0.000000","0.000000"
"1876","0.000000","0.000000","0.000000","0.000000","0.000000"
"1886","0.000000","0.000000","0.000000","0.000000","0.000000"
"1896","0.000000","0.000000","0.000000","0.000000","0.000000"
"1906","0.000000","0.000000","0.000000","0.000000","0.000000"
"1916","0.000000","0.000000","0.000000","0.000000","0.000000"
"1926","0.000000","0.000000","0.000000","0.000000","0.000000"
"1936","0.000000","0.000000","0.000000","0.000000","0.000000"
"1946","0.000000","0.000000","0.000000","0.000000","0.000000"
"1956","0.000000","0.000000","0.000000","0.000000","0.000000"
"1966","0.000000","0.000000","0.000000","0.000000","0.000000"
"1976","0.000000","0.000000","0.000000","0.000000","0.000000"
"1986","0.000000","0.000000","0.000000","0.000000","0.000000"
"1996","0.000000","0.000000","0.000000","0.000000","0.000000"
"2006","0.000000","0.000000","0.000000","0.000000","0.000000"
"2016","0.000000","0.000000","0.000000","0.000000","0.000000"
"2026","0.000000","0.000000","0.000000","0.000000","0.000000"
